;pdf_name;page_nr;page_section;climate_related_no;climate_related_yes;domain_MetricsTargets;domain_RiskManagement;domain_Strategy;domain_Governance;ron_risk;ron_opportunity;ron_neutral;transition_risk_label;text
0;Deutsche_Bank_2022_EN;1;0;0.9905973076820374;0.009402689523994923;;;;;;;;;Non-Financial Report 2022Deutsche Bank.
1;Deutsche_Bank_2022_EN;2;0;0.0018259116914123297;0.9981740713119507;0.08039858192205429;0.2502792179584503;0.4138188064098358;0.25550344586372375;0.08127856999635696;0.014310762286186218;0.9044106602668762;;Contents 3 Letter from the Chief Executive Officer 5 L etter from the Chairman of the Supervisory Board 6 Introduction 7 A bout Deutsche Bank 8 A bout this report 9 M ateriality assessment 11 T ransition toward a sustainable and climate-neutral economy 13 S ustainability strategy and implementation17 Sustainable finance 38 C limate risk 52 E nvironmental and social due diligence 57 Hum an rights 61 I n-house ecology 69 G overnance and operations 71 C orporate governance75 S takeholder.
2;Deutsche_Bank_2022_EN;2;0;0.9837164878845215;0.016283510252833366;;;;;;;;;engagement and thought leadership 78 C ulture, integrity and conduct 81 P ublic policy and regulation 85 Anti-financial c rime 89 T ax 91 D ata protection 93 P roduct responsibility 96 C lient satisfaction 100 T echnology, data and innovation 102 D igitization and innovation105 I nformation security107 E mployees and corporate social responsibility 109 E mployment and employability 120 C orporate social responsibility 124 A rt, culture and sports 125 Appendix 126 R eports of the independent.
3;Deutsche_Bank_2022_EN;2;0;0.001806953689083457;0.998193085193634;0.5795316100120544;0.0711277574300766;0.2917868196964264;0.0575537234544754;;;;;auditor131 ES G-related goals 132 G RI Content Index and UN Global Compact 148 S ustainability Accounting Standards Board (SASB) Index 151 R ecommendations of the Task Force on Climate-related Financial Disclosures (TCFD) 153 P rinciples for Responsible Banking 172 Imprint/Publications.
4;Deutsche_Bank_2022_EN;3;0;0.9935243129730225;0.0064756297506392;;;;;;;;;Letter from the Chief Executive Officer Letter from the Chairman of the Supervisory Board.
5;Deutsche_Bank_2022_EN;4;0;0.9694778919219971;0.030522124841809273;;;;;;;;;3 Dear Readers, The Russian war of aggression in Ukraine, the energy crisis and the rapid rise in inflation have dominated the year 2022. All of these developments have once again made us aware of the wide range of risks we are exposed to – as an economy and society as a whole, but also each company individually. For us at Deutsche Bank, robust and comprehensive risk management is a cornerstone of our business. This has long since encompassed more than credit, market and other financial risks.
6;Deutsche_Bank_2022_EN;4;0;0.001728750066831708;0.9982712268829346;0.00999479554593563;0.11169973760843277;0.8699348568916321;0.008370517753064632;0.9850603938102722;0.0013572205789387226;0.013582325540482998;;Non-financial risks have become an integral part of our risk management. If we do not systematically address the threats posed by climate change or increasing financial crime, we are putting the very basis of our business at risk. It is essential that we do everything in our power to further tighten our controls. This is also a key element in living up to our claim to be at the center of society.
7;Deutsche_Bank_2022_EN;4;0;0.007177737541496754;0.9928222298622131;0.014668813906610012;0.2472892552614212;0.7167831063270569;0.02125885710120201;0.005120855290442705;0.72542405128479;0.26945510506629944;;It is equally essential that we engage with the communities in which we operate, and that we promote diversity , equity and inclusion inside and outside the bank. We want to be a bank that contributes to a greener (E), more socially responsible (S) and better managed (G) economy, and that is more committed than ever to the Ten Principles of the UN Global Compact. I am delighted that in 2022 we once again made great progress in all these areas.
8;Deutsche_Bank_2022_EN;4;0;0.001508702989667654;0.9984912872314453;0.03982650861144066;0.04137903451919556;0.9092189073562622;0.009575627744197845;0.0015919976867735386;0.9559797048568726;0.042428240180015564;;To tackle climate change and enable our economy to transform, we have set ourselves concrete targets in the area of sustainability. At the beginning of 2020, we expected to reach € 200 billion in sustaina ble finance and investments in six years. By the end of 2022, we already achieved € 215 billion, excluding DWS. The fact that we reached our goal in only half the time clearly demonstrates how our businesses prioritize ESG considerations and have made it an integral part of their strategy.
9;Deutsche_Bank_2022_EN;4;0;0.0035369833931326866;0.9964630007743835;0.9164400100708008;0.009231486357748508;0.06533855944871902;0.008989925496280193;;;;;"We have now set a new goal; to achieve a sustainable business volume of € 500 billion by 2025 for the years 2020 to 2025. This is an ambitious goal given that the criteria for measuring sustainability continue to evolve. Our regulators are driving this development, but we, too, strive for criteria that are as impact -oriented and transparent as possible, and we are continually improving here."
10;Deutsche_Bank_2022_EN;4;0;0.002157949609681964;0.9978420734405518;0.11872941255569458;0.041971635073423386;0.8228985667228699;0.016400350257754326;0.011113947257399559;0.16760842502117157;0.8212776780128479;;We have continued to develop in all areas of our sustainability strategy, with a focus on implementation. Having moved our Sustainability unit out of the Communications department in 2021, we created a new standalone Chief Sustainability Office in 2022 with new areas of strategy and implementation, appointing Jörg Eigendorf as Chief Su stainability Officer, reporting directly to me.
11;Deutsche_Bank_2022_EN;4;1;0.0015793744241818786;0.9984205961227417;0.08955985307693481;0.05289929732680321;0.8322975635528564;0.025243280455470085;0.006703895516693592;0.09458449482917786;0.8987116813659668;;"At the same time, we further strengthened Group Sustainability, which, as part of the Chief Sustainability Of fice, primarily comprises policies and controls. This further sharpened focus means that we can de velop and implement our strategy even faster; we demonstrated our progress at our second Sustainability Deep Dive in March this year. Our roadmap to a climate- neutral banking business is key here."
12;Deutsche_Bank_2022_EN;4;1;0.0017078943783417344;0.9982921481132507;0.013071799650788307;0.012632215395569801;0.041180167347192764;0.9331158399581909;;;;;"As a founding member of the Net -Zero Banking Alliance, in M arch 2022, for the first time, we fulfilled our voluntary commitment by publishing the carbon footprint of our corporate loan portfolio, which comprises around a quarter of our total loan book. In October 2022, we defined target paths for the four most ene rgy-intensive sectors – oil and gas (upstream); power generation; automotives (light vehicles); steel – with interim targets for 2030."
13;Deutsche_Bank_2022_EN;4;1;0.0017158801201730967;0.9982840418815613;0.21886149048805237;0.038262564688920975;0.7283721566200256;0.01450380776077509;0.009820901788771152;0.06932505965232849;0.9208540916442871;;By gradually integrating CO 2 considerations into our decision -making processes, we can actively steer our progress here. Our goal is to make our credit portfolio climate- neutral by 2050. At the same time, we believe that we have a responsibility to support our clients on this transition and that this is the rig ht approach with regard to the global climate.
14;Deutsche_Bank_2022_EN;4;1;0.0016099940985441208;0.9983900785446167;0.03159116581082344;0.08337276428937912;0.8638449311256409;0.02119111269712448;0.01569894514977932;0.06480170041322708;0.9194993376731873;;We would only consider ending a client relationship as a last resort if we fail t o agree on a common approach to fighting climate change. It does not help anyone if we as a bank reduce our own carbon footprint but fail to make the world any cleaner as a result. There is more progress to report. This includes the fact that, since mid- 2022, in order to continue doing business with us, our suppliers with an annual contract volume of more than € 500,000 are required to have an ESG rating.
15;Deutsche_Bank_2022_EN;4;1;0.004019743297249079;0.9959802627563477;0.045990440994501114;0.08999162167310715;0.8588780760765076;0.005139871034771204;0.07457298785448074;0.016913356259465218;0.908513605594635;;By doing so, we are designing our entire value chain according to strict environmental and social criteria – with a focus on human rights. Accordingly, we have implemented all obligations under the German Supply Chain Due Diligence Act on time and will continue to do so consistently. As a bank with a global network, we are aware of our responsibility for fight ing financial crime on the front lines.
16;Deutsche_Bank_2022_EN;4;1;0.9873833060264587;0.012616749852895737;;;;;;;;;That is why we have stepped up our commitment to anti -financial crime by focusing more people on these issues, improving processes and establishing external partnerships. In 2022, for example, we increased our Anti -Financial Crime department by more than 340 to over 1,900 employees, and in mid- 2022 Management Board member Stefan Simon took over as a member of the Board of the Anti -Financial Crime Alliance (AFCA)..
17;Deutsche_Bank_2022_EN;5;0;0.996160626411438;0.0038393803406506777;;;;;;;;;4 However, this alone is not enough. To entrench a strong risk culture, Deutsche Bank encourages everyone to speak out when something doesn't seem right. This “Speak -Up Culture” is what we expect. Another important aspect of a strong risk culture is that our bank can meet the requirement to record business- related communications. As such, our employees are only permitted to use approved communication channels, and Deutsche Bank has further strengthened its processes and controls here.
18;Deutsche_Bank_2022_EN;5;0;0.9947677850723267;0.005232225637882948;;;;;;;;;Although we understand we have work to do to deliver our controls remediation program and adapt it to increasing regulatory requirements, the progress so far across all elements has made our bank safer. We also see the value of our investments in exceptional times. Strong controls and good corporate governance have contributed to our ability to adapt to evolving sanctions and help clients deal with key market challenges. Our bank is represented in 58 countries and home to 157 nationalities.
19;Deutsche_Bank_2022_EN;5;0;0.8858339190483093;0.11416604369878769;;;;;;;;;Actively promoting diversity, equity and inclusion remains a priority and we continue to equip our people to fulfill this. We have made our goal of improving gender balance transparent, especially at our most senior management levels, and continue to make progress towards our 2025 targets. In the Human Rights Campaign's annual Corporate Equality Index, we received the highest score of 100 for 19 consecutive years.
20;Deutsche_Bank_2022_EN;5;0;0.9961620569229126;0.0038379195611923933;;;;;;;;;"In order to further embed diversity, equity and inclusion in the bank’s culture, we rely on our managers; they must lead diverse teams, behave inclusively and support their employees in the ir careers. To support our leaders, we have created our Leadership Kompass, a set of eight behaviors that we expect from all of our leaders."
21;Deutsche_Bank_2022_EN;5;0;0.9821833372116089;0.01781662553548813;;;;;;;;;These include sustainable business practices, the development and well -being of our employees, and the way we put clients and employees at the heart of all decisions, in line with our values and beliefs. When it comes to social responsibility, our bank has a long and impressive history. This is deeply rooted in our culture, even and especially in difficult times. In response to the humanitarian plight of refugees from Ukraine, Deutsche Bank donated € 1 million in 2022.
22;Deutsche_Bank_2022_EN;5;0;0.0018123870249837637;0.9981876015663147;0.49034497141838074;0.03057689033448696;0.42934513092041016;0.04973296448588371;;;;;Our employees donated a further € 500,000+ and many were involved in Ukraine aid projects. With the launch of the How We Live environmental projects in 2022, the bank is aligning its social responsibility strategy even more closely with its ESG objectives. These projects contribute towards the protection and regeneration of nature worldwide.
23;Deutsche_Bank_2022_EN;5;1;0.9905595183372498;0.009440479800105095;;;;;;;;;We are also proud to report that, by the end of 2022, more t han 1,000 of our employees in Germany had registered for the financial education project “So geht Geld”, which provides students with practical financial knowledge. This is far beyond our goal of recruiting 700 colleagues for the project by the end of the reporting year. In total, we invested more than € 55 million as part of our social commitment as well as in art, culture and sports projects.
24;Deutsche_Bank_2022_EN;5;1;0.9945195317268372;0.005480475258082151;;;;;;;;;More than 3 million people worldwide benefited from this. In addition, more than 18,700 employees volunteered on our social projects giving a total of almost 190,000 hours. This commitment is remarkable. It underpins that we are at the heart of soci ety and act responsibly. Progress on all of our non -financial targets is only possible if we are successful in business. We were able to meet this requirement in 2022 and achieved the best result in 15 years.
25;Deutsche_Bank_2022_EN;5;1;0.9970043301582336;0.002995620248839259;;;;;;;;;"We can look to the future with confidence; our bank is once again sustainably profitable. It is more efficient and has four strong, mutually- reinforcing, well -balanced business divisions. Our clients, our shareholders and our employees play a significant role in this success. Our special thanks therefore go to them. Yours sincerely, Christian Sewing."
26;Deutsche_Bank_2022_EN;6;0;0.9973381161689758;0.002661865670233965;;;;;;;;;5 Dear Readers, With its 2019 transformation, Deutsche Bank adopted a clear strategy and substantially improved its financial results. This transformation, which the Supervisory Board has continuously supported, has been successfully executed. As a result of the realignment, the bank has regained credibility and confidence , as I learned from numerous discussions with clients, employees, investors, supervisors and politicians since I took office.
