;pdf_name;page_nr;page_section;climate_related_no;climate_related_yes;domain_MetricsTargets;domain_RiskManagement;domain_Strategy;domain_Governance;ron_risk;ron_opportunity;ron_neutral;transition_risk_label;text
0;DekaBank_Deutsche_Girozentrale_2022_EN;1;0;0.00727722467854619;0.9927228093147278;0.07263923436403275;0.12838275730609894;0.7089787125587463;0.08999922126531601;0.17330321669578552;0.2680492699146271;0.5586475133895874;;1 Titel Untertitel Deka Group Sustainability Report 2022.
1;DekaBank_Deutsche_Girozentrale_2022_EN;2;0;0.9942010045051575;0.005799006670713425;;;;;;;;;2 Deka Group – Key Figures 20221 (TABLE 1) BUSINESS DEVELOPMENT INDICATORS11 (TABLE 1) 31 Dec 2021 31 Dec 2022 Total assets m € 88,866 97,396 Total customer assets m € 395,148 371,753 thereof retail customers m € 196,485 188,490 thereof institutional customers m € 198,662 183,263 Number of securities accounts thousand 5,2152 5,3092 2021 2022 Net sales m € 35,735 27,381 thereof retail customers m € 25,032 20,754 thereof institutional customers m € 10,703 6,627 SUSTAINABILITY RATING3.
2;DekaBank_Deutsche_Girozentrale_2022_EN;2;0;0.10225856304168701;0.897741436958313;0.04519323632121086;0.6323975324630737;0.26992109417915344;0.052488040179014206;;;;;Sustainalytics 17.
3;DekaBank_Deutsche_Girozentrale_2022_EN;2;0;0.0023896086495369673;0.997610330581665;0.010479549877345562;0.7766680717468262;0.19488869607448578;0.017963670194149017;;;;;4 Low Risk 16.5 Low Risk MSCI ESG AA A ISS ESG C+ Prime C+ Prime V.E (Moody's ESG Solutions) 55/100 Robust 55/100 Robust SUSTAINABLE PRODUCTS Volume of sustainable retail funds bn € 19.6 19.7 Managed capital in sustainable products (securities) bn € 47.5 54.9 Share of certified buildings in property funds4 % 74 79 Sustainable investment volume of Depot A proprietary investments bn € 8.7 9.
4;DekaBank_Deutsche_Girozentrale_2022_EN;2;0;0.9900420904159546;0.009957831352949142;;;;;;;;;7 SUSTAINABLE HUMAN RESOURCES MANAGEMENT Number of employees group -wide 4,6225 4,8385 Germany 4,279 4,478 Proportion of women in Germany % 38.7 38.1 Proportion of women in leadership positions in Germany % 19.6 21.0 Part-time ratio in Germany % 21.5 21.4 Turnover rate in Germany % 3.1 3.
5;DekaBank_Deutsche_Girozentrale_2022_EN;2;0;0.00729349534958601;0.9927064776420593;0.1592104434967041;0.35600733757019043;0.4628065824508667;0.021975629031658173;0.4439328908920288;0.06648916751146317;0.48957791924476624;;8 Financial cost for further training in Germany € / employee 865 998 SUSTAINABLE BANKING Power consumption6 MWh 8,904 8,314 Energy consumption6 MWh 19,900 17,444 Paper consumption7 t 777 574 Drinking water consumption6 m3 24,693 25,047 Volume of waste generated6 t 408.4 491.
6;DekaBank_Deutsche_Girozentrale_2022_EN;2;0;0.002204934600740671;0.9977951049804688;0.0613098219037056;0.2151489108800888;0.3255745768547058;0.3979666233062744;;;;;3 Business trips (group -wide, without S Broker) km 10,089,716 14,436,350 Direct greenhouse gas emissions (Scope 1)8 t 1,077 1,289 Indirect greenhouse gas emissions (Scope 2)8 t 3,113 2,052 Other indirect greenhouse gas emissions (Scope 3)8 t 2,009 2,892 Greenhouse gas emissions (total)9 t 6,199 6,234 SOCIAL COMMITMENT Expenditure for foundations, donations and sponsoring m € 2.08 1.98 1 From 1.1. to 31.12. 2 Including S Broker AG & Co. KG 3 Last updated: Sustainalytics: 10.08.2021 (Update: 21.
7;DekaBank_Deutsche_Girozentrale_2022_EN;2;1;0.004458171781152487;0.9955418705940247;0.42399585247039795;0.13538680970668793;0.3979659676551819;0.042651329189538956;;;;;"12.2022); MSCI ESG: 10.06.2022; ISS ESG: 22.06.2020; V.E (Moody's ESG Solutions): 05 -2021 4 In this regard, see chapter 4.1.1.3. ""Real estate -based investment products"". 5 The 188 employees of S Broker and the 56 employees of IQAM ar e not included and are listed separately in chapter 4.2. ""Employees – Sustainable human resources management"". 6 Figures refer to the three buildings in Frankfurt am Main (excluding business trips and paper consumption)."
8;DekaBank_Deutsche_Girozentrale_2022_EN;2;2;0.0017209926154464483;0.9982789754867554;0.6248796582221985;0.1781342476606369;0.14466121792793274;0.05232485756278038;;;;;7 Figures are available group -wide and consist of: Letter paper, pre -printed paper, envelopes, forms, copy paper (general office paper), promotion al printed materials/publications. 8 Refer to the locations Frankfurt, Berlin, Leipzig and Luxembourg including group -wide paper consumption and business trip volume. 9 The GHG Protocol covers five other climate -relevant gases in addition to CO 2: methane, nitrous oxide, sulphur hexafluoride and two groups of hydrofluorocarbons (CO 2e).
9;DekaBank_Deutsche_Girozentrale_2022_EN;3;0;0.0019910347182303667;0.9980090260505676;0.11891887336969376;0.4815478026866913;0.3530493974685669;0.046483881771564484;;;;;3 Table of contents Page 1. Foreword 7 2. Sustainability strategy 9 2.1. Business model 9 2.1.1. Shareholder structure and business segments 9 2.1.2. Board of Management and Board of Directors 9 2.2. Cornerstones of the sustainability strategy 11 2.2.1. Growth through sustainability – strategic action programme 2025 11 2.2.2. Fields of action of ESG management 12 2.2.
10;DekaBank_Deutsche_Girozentrale_2022_EN;3;1;0.0025540178176015615;0.9974459409713745;0.050818417221307755;0.29100748896598816;0.3322393000125885;0.32593482732772827;0.21930013597011566;0.2273397594690323;0.553360104560852;;3. Organisational anchoring 13 2.3. Stakeholder dialogue and materiality analysis 14 2.3.1. Stakeholder dialogues and surveys 14 2.3.2. Memberships and voluntary commitments 16 2.3.3. Materiality analysis 20 2.4. Sustainability communication 23 E – Environmental 25 3. Sustainable banking operations 25 3.1. Environmental management 25 3.1.1.
11;DekaBank_Deutsche_Girozentrale_2022_EN;3;2;0.002097605960443616;0.9979023933410645;0.052420832216739655;0.4278118908405304;0.4236268103122711;0.09614051878452301;;;;;Environmental management system 25 3.1.2. Procurement 25 3.1.3. Resource consumption and waste 26 3.2. Climate protection in business operations 27 3.2.1. Energy consumption of owner -occupied properties 27 3.2.2. Traffic 27 3.2.3. Greenhouse gas emissions in business operations 28 3.2.4.
12;DekaBank_Deutsche_Girozentrale_2022_EN;3;3;0.0024724069517105818;0.9975276589393616;0.09627208113670349;0.21528036892414093;0.6062685251235962;0.08217902481555939;0.5733475685119629;0.0627356618642807;0.3639167845249176;;Compensation of unavoidable emissions 29 S – Social 32 4. Customers, employees and society 32 4.1. Sustainable products 32 4.1.1. Sustainability in capital investment 32 4.1.2. Sustainability in lending 42 4.2. Employees – Sustainable human resources management 47 4.2.1. Human resources strategy 47 4.2.2. Management of human resources 48 4.2.3.
13;DekaBank_Deutsche_Girozentrale_2022_EN;3;4;0.9835187196731567;0.016481271013617516;;;;;;;;;Training and further education 51 4.2.4. Diversity in the Deka Group 53 4.2.5. Reconciliation of work and private life 56 4.2.6. Occupational safety and health management 59 4.2.7. Remuneration 62 4.3. Social engagement 65 4.3.1. Goals and fields of action of social engagement 65 4.3.2.
14;DekaBank_Deutsche_Girozentrale_2022_EN;3;5;0.9949120879173279;0.005087897181510925;;;;;;;;;Focal points of the year under review 66 4.3.3. Donations 67.
15;DekaBank_Deutsche_Girozentrale_2022_EN;4;0;0.9873368144035339;0.012663251720368862;;;;;;;;;4 Table of contents G – Governance 70 5. Sustainable corporate governance 70 5.1. Regulations and standards 70 5.1.1. Code of Ethics 70 5.1.2. External regulations and standards 70 5.2. Compliance and taxes 71 5.2.1. Compliance 71 5.2.2. Taxes 73 5.3. Risk management 74 5.
16;DekaBank_Deutsche_Girozentrale_2022_EN;4;1;0.002061984036117792;0.9979379773139954;0.11247766762971878;0.4661867916584015;0.2982456386089325;0.12308985739946365;;;;;3.1. Definition and delimitation of susta inability risks 74 5.3.2. Key points of climate and environmental risk management 74 5.3.3. Dealing with sustainability -related reputational risks 75 5.4. Data protection and information security 75 5.4.1. Data protection 75 5.4.2. Information security 76 5.5. Complaint management 77 5.6.
17;DekaBank_Deutsche_Girozentrale_2022_EN;4;2;0.00231488817371428;0.9976850748062134;0.02355075813829899;0.22083276510238647;0.4231543242931366;0.3324621319770813;0.16014479100704193;0.3782389760017395;0.4616162180900574;;Idea and innovation management 77 5.6.1. Idea management 77 5.6.2. Innovation management 78 5.7. Sustainability rating 78 5.7.1. Significance of sustainability ratings for the Deka Group 78 5.7.2. Current sustainability ratings of the Deka Group 78 Editorial: Combating the energy crisis and sustainability – opposites or complements? Dr. Ulrich Kater, Chief Economist of DekaBank 80 6.
18;DekaBank_Deutsche_Girozentrale_2022_EN;4;2;0.001806574291549623;0.9981934428215027;0.04454076662659645;0.23479413986206055;0.4705449938774109;0.2501200735569;0.20412492752075195;0.17095665633678436;0.6249183416366577;;Reporting on climate and environmental risks based on the recommendations of the Task Force on Climate -related Financial Disclosures (TCFD) 83 6.1. Governance – Climate aspects in corporate management 83 6.1.1. Supervision of the management of climate -related and environmental risks and opportunities 83 6.1.2. Assessment and management of climate and environmental risks and opportunities 86 6.2. Strategy – Climate aspects in business model and strategy 87 6.2.1.
